claim_id,qkey,value,unit,category,file,line,quoted_context
L2-306,extract_progress_csv_read,114912567,proteins passed pLDDT filter after 120M rows,deterministic,pipeline_214m.log,2051,[pLDDT CSV progress] [2026-02-09T04:36:41.959Z INFO af_extract] Read 120M rows (114912567 passed filter)...
L2-307,extract_progress_csv_read,124492183,proteins passed pLDDT filter after 130M rows,deterministic,pipeline_214m.log,2052,[pLDDT CSV progress] [2026-02-09T04:36:43.844Z INFO af_extract] Read 130M rows (124492183 passed filter)...
L2-308,extract_progress_csv_read,134070226,proteins passed pLDDT filter after 140M rows,deterministic,pipeline_214m.log,2053,[pLDDT CSV progress] [2026-02-09T04:36:45.758Z INFO af_extract] Read 140M rows (134070226 passed filter)...
L2-309,extract_progress_csv_read,143648378,proteins passed pLDDT filter after 150M rows,deterministic,pipeline_214m.log,2054,[pLDDT CSV progress] [2026-02-09T04:36:47.702Z INFO af_extract] Read 150M rows (143648378 passed filter)...
L2-310,extract_progress_csv_read,153228159,proteins passed pLDDT filter after 160M rows,deterministic,pipeline_214m.log,2055,[pLDDT CSV progress] [2026-02-09T04:36:49.552Z INFO af_extract] Read 160M rows (153228159 passed filter)...
L2-311,extract_progress_csv_read,162806075,proteins passed pLDDT filter after 170M rows,deterministic,pipeline_214m.log,2056,[pLDDT CSV progress] [2026-02-09T04:36:51.414Z INFO af_extract] Read 170M rows (162806075 passed filter)...
L2-312,extract_progress_csv_read,172385565,proteins passed pLDDT filter after 180M rows,deterministic,pipeline_214m.log,2057,[pLDDT CSV progress] [2026-02-09T04:36:53.274Z INFO af_extract] Read 180M rows (172385565 passed filter)...
L2-313,extract_progress_csv_read,181963510,proteins passed pLDDT filter after 190M rows,deterministic,pipeline_214m.log,2058,[pLDDT CSV progress] [2026-02-09T04:36:55.195Z INFO af_extract] Read 190M rows (181963510 passed filter)...
L2-314,extract_progress_csv_read,191542750,proteins passed pLDDT filter after 200M rows,deterministic,pipeline_214m.log,2059,[pLDDT CSV progress] [2026-02-09T04:36:57.172Z INFO af_extract] Read 200M rows (191542750 passed filter)...
L2-315,extract_progress_csv_read,201120299,proteins passed pLDDT filter after 210M rows,deterministic,pipeline_214m.log,2060,[pLDDT CSV progress] [2026-02-09T04:36:59.041Z INFO af_extract] Read 210M rows (201120299 passed filter)...
L2-316,dataset_metadata_rows,214683829,"rows read (plddt_metadata.csv, data rows)",external-fact,pipeline_214m.log,2061,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-317,dataset_plddt_pass,205620298,proteins passed pLDDT filter,deterministic,pipeline_214m.log,2061,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-318,extract_min_plddt,50,min pLDDT threshold (>=),method-parameter,pipeline_214m.log,2061,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-319,extract_plddt_skipped,9063531,proteins skipped (pLDDT < 50),deterministic,pipeline_214m.log,2061,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-320,dataset_plddt_pass,205620298,proteins (frequency counting),deterministic,pipeline_214m.log,2062,[2026-02-09T04:36:59.926Z INFO af_extract] Counting Pfam/GO frequencies across 205620298 proteins...
L2-321,dataset_pfam_families_observed,24291,unique Pfam among pLDDT-passing proteins,deterministic,pipeline_214m.log,2063,"[2026-02-09T04:39:56.574Z INFO af_extract] Frequencies: 24291 unique Pfam, 25993 unique GO from 205620298 proteins"
L2-322,dataset_go_families_observed,25993,unique GO among pLDDT-passing proteins,deterministic,pipeline_214m.log,2063,"[2026-02-09T04:39:56.574Z INFO af_extract] Frequencies: 24291 unique Pfam, 25993 unique GO from 205620298 proteins"
L2-323,vocab_plddt_defined,6,pLDDT bins (items),method-parameter,pipeline_214m.log,2064,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-324,vocab_pfam_defined,500,top Pfam kept (--top-pfam),method-parameter,pipeline_214m.log,2064,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-325,vocab_go_defined,500,top GO kept (--top-go),method-parameter,pipeline_214m.log,2064,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-326,vocab_items_defined,1006,total items (vocabulary),deterministic,pipeline_214m.log,2064,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-327,vocab_items_defined,1006,items in item mapping,deterministic,pipeline_214m.log,2065,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Saved item mapping: 1006 items to /root/alphafold-data/full_214m/item_mapping_214m.parquet
L2-328,extract_progress_transactions_written,1M → 205M,"transactions written (205 periodic lines, step [1] M, 2026-02-09T04:39:57.791Z → 2026-02-09T04:43:35.342Z)",deterministic,pipeline_214m.log,2066–2270,[consolidated periodic] first: [2026-02-09T04:39:57.791Z INFO af_extract::transaction] Written 1M transactions... … last: [2026-02-09T04:43:35.342Z INFO af_extract::transaction] Written 205M transactions...
L2-329,dataset_plddt_pass,205620298,transactions written (parquet rows),deterministic,pipeline_214m.log,2271,[2026-02-09T04:43:35.994Z INFO af_extract::transaction] Written 205620298 transactions to /root/alphafold-data/full_214m/transactions_214m.parquet
L2-330,meta_log_extract_end_timestamp,2026-02-09T04:43:35.999Z,timestamp (af-extract Results banner = end of Step 1 binary),external-fact,pipeline_214m.log,2272,[2026-02-09T04:43:35.999Z INFO af_extract] === Results ===
L2-331,dataset_plddt_pass,205620298,transactions (af-extract summary),deterministic,pipeline_214m.log,2273,[2026-02-09T04:43:35.999Z INFO af_extract] Transactions: 205620298
L2-332,vocab_items_defined,1006,total items (af-extract summary),deterministic,pipeline_214m.log,2274,[2026-02-09T04:43:35.999Z INFO af_extract] Total items: 1006
L2-333,extract_time_s,3777.0,s (af-extract build-from-metadata self-timed),hardware-dependent,pipeline_214m.log,2277,[2026-02-09T04:43:35.999Z INFO af_extract] Time: 3777.0s (54440 proteins/sec)
L2-334,extract_proteins_per_s,54440,proteins/sec (af-extract throughput),hardware-dependent,pipeline_214m.log,2277,[2026-02-09T04:43:35.999Z INFO af_extract] Time: 3777.0s (54440 proteins/sec)
L2-335,extract_wall_real_s,65m31.040s,real time (bash `time` of Step 1),hardware-dependent,pipeline_214m.log,2279,real 65m31.040s
L2-336,extract_wall_user_s,62m38.750s,user time (bash `time` of Step 1),hardware-dependent,pipeline_214m.log,2280,user 62m38.750s
L2-337,extract_wall_sys_s,2m52.144s,sys time (bash `time` of Step 1),hardware-dependent,pipeline_214m.log,2281,sys 2m52.144s
L2-338,dataset_plddt_pass,"205,620,298",transactions (Step 2 data stats),deterministic,pipeline_214m.log,2286,"Total transactions: 205,620,298"
L2-339,vocab_items_defined,1006,total items (Step 2 data stats),deterministic,pipeline_214m.log,2287,Total items: 1006
L2-340,extract_items_mean,2.2,items per transaction (mean),deterministic,pipeline_214m.log,2289,Mean: 2.2
L2-341,extract_items_max,46,items per transaction (max),deterministic,pipeline_214m.log,2290,Max: 46
L2-342,dataset_multi_feature,"76,890,945",transactions with >1 item ('37.4%'),deterministic,pipeline_214m.log,2291,"With >1 item: 76,890,945 (37.4%)"
L2-343,dataset_multi_feature,"76,890,945",transactions mined (Step 3),deterministic,pipeline_214m.log,2294,"Mining 76,890,945 annotated proteins..."
L2-344,run_base_son_time_s,113.9,s (Step 3 mining),hardware-dependent,pipeline_214m.log,2297,Time: 113.9s
L2-345,run_base_itemsets,"5,305","itemsets (total, Step 3)",deterministic,pipeline_214m.log,2298,"Itemsets: 5,305"
L2-346,kdist_base_son_k1_count,667,itemsets K=1,deterministic,pipeline_214m.log,2299,[K-dist] K=1: 667
L2-347,kdist_base_son_k2_count,"1,504",itemsets K=2,deterministic,pipeline_214m.log,2300,"[K-dist] K=2: 1,504"
L2-348,kdist_base_son_k3_count,"1,378",itemsets K=3,deterministic,pipeline_214m.log,2301,"[K-dist] K=3: 1,378"
L2-349,kdist_base_son_k4_count,884,itemsets K=4,deterministic,pipeline_214m.log,2302,[K-dist] K=4: 884
L2-350,kdist_base_son_k5_count,514,itemsets K=5,deterministic,pipeline_214m.log,2303,[K-dist] K=5: 514
L2-351,kdist_base_son_k6_count,247,itemsets K=6,deterministic,pipeline_214m.log,2304,[K-dist] K=6: 247
L2-352,kdist_base_son_k7_count,89,itemsets K=7,deterministic,pipeline_214m.log,2305,[K-dist] K=7: 89
L2-353,kdist_base_son_k8_count,20,itemsets K=8,deterministic,pipeline_214m.log,2306,[K-dist] K=8: 20
L2-354,kdist_base_son_k9_count,2,itemsets K=9,deterministic,pipeline_214m.log,2307,[K-dist] K=9: 2
L2-355,extract_rules_count,"53,447",association rules generated,deterministic,pipeline_214m.log,2311,"Generated 53,447 rules in 0.2s"
L2-356,extract_rules_time_s,0.2,s (rule generation),hardware-dependent,pipeline_214m.log,2311,"Generated 53,447 rules in 0.2s"
L2-357,extract_rules_toplift_1_conf,0.998,confidence,deterministic,pipeline_214m.log,2314,[TOP 30 BY LIFT] conf=0.998 lift= 969x PF01554 => GO:0015297 + GO:0042910
L2-358,extract_rules_max_lift,969,lift (x),deterministic,pipeline_214m.log,2314,[TOP 30 BY LIFT] conf=0.998 lift= 969x PF01554 => GO:0015297 + GO:0042910
L2-359,extract_rules_toplift_2_conf,0.999,confidence,deterministic,pipeline_214m.log,2315,[TOP 30 BY LIFT] conf=0.999 lift= 969x GO:0015297 + GO:0042910 => PF01554
L2-360,extract_rules_toplift_2_lift,969,lift (x),deterministic,pipeline_214m.log,2315,[TOP 30 BY LIFT] conf=0.999 lift= 969x GO:0015297 + GO:0042910 => PF01554
L2-361,extract_rules_toplift_3_conf,1.000,confidence,deterministic,pipeline_214m.log,2316,[TOP 30 BY LIFT] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-362,extract_rules_toplift_3_lift,921,lift (x),deterministic,pipeline_214m.log,2316,[TOP 30 BY LIFT] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-363,extract_rules_toplift_4_conf,0.945,confidence,deterministic,pipeline_214m.log,2317,[TOP 30 BY LIFT] conf=0.945 lift= 921x GO:0004129 + GO:0005507 => PF00116
L2-364,extract_rules_toplift_4_lift,921,lift (x),deterministic,pipeline_214m.log,2317,[TOP 30 BY LIFT] conf=0.945 lift= 921x GO:0004129 + GO:0005507 => PF00116
L2-365,extract_rules_toplift_5_conf,0.963,confidence,deterministic,pipeline_214m.log,2318,[TOP 30 BY LIFT] conf=0.963 lift= 845x plddt_mean_med + GO:0043952 => GO:0005886 + GO:0065002
L2-366,extract_rules_toplift_5_lift,845,lift (x),deterministic,pipeline_214m.log,2318,[TOP 30 BY LIFT] conf=0.963 lift= 845x plddt_mean_med + GO:0043952 => GO:0005886 + GO:0065002
L2-367,extract_rules_toplift_6_conf,0.938,confidence,deterministic,pipeline_214m.log,2319,[TOP 30 BY LIFT] conf=0.938 lift= 845x GO:0005886 + GO:0065002 => plddt_mean_med + GO:0043952
L2-368,extract_rules_toplift_6_lift,845,lift (x),deterministic,pipeline_214m.log,2319,[TOP 30 BY LIFT] conf=0.938 lift= 845x GO:0005886 + GO:0065002 => plddt_mean_med + GO:0043952
L2-369,extract_rules_toplift_7_conf,0.940,confidence,deterministic,pipeline_214m.log,2320,[TOP 30 BY LIFT] conf=0.940 lift= 835x GO:0043952 => plddt_mean_med + GO:0005886 + GO:0065002
L2-370,extract_rules_toplift_7_lift,835,lift (x),deterministic,pipeline_214m.log,2320,[TOP 30 BY LIFT] conf=0.940 lift= 835x GO:0043952 => plddt_mean_med + GO:0005886 + GO:0065002
L2-371,extract_rules_toplift_8_conf,0.949,confidence,deterministic,pipeline_214m.log,2321,[TOP 30 BY LIFT] conf=0.949 lift= 835x plddt_mean_med + GO:0005886 + GO:0065002 => GO:0043952
L2-372,extract_rules_toplift_8_lift,835,lift (x),deterministic,pipeline_214m.log,2321,[TOP 30 BY LIFT] conf=0.949 lift= 835x plddt_mean_med + GO:0005886 + GO:0065002 => GO:0043952
L2-373,extract_rules_toplift_9_conf,0.951,confidence,deterministic,pipeline_214m.log,2322,[TOP 30 BY LIFT] conf=0.951 lift= 834x GO:0043952 => GO:0005886 + GO:0065002
L2-374,extract_rules_toplift_9_lift,834,lift (x),deterministic,pipeline_214m.log,2322,[TOP 30 BY LIFT] conf=0.951 lift= 834x GO:0043952 => GO:0005886 + GO:0065002
L2-375,extract_rules_toplift_10_conf,0.949,confidence,deterministic,pipeline_214m.log,2323,[TOP 30 BY LIFT] conf=0.949 lift= 834x GO:0005886 + GO:0065002 => GO:0043952
L2-376,extract_rules_toplift_10_lift,834,lift (x),deterministic,pipeline_214m.log,2323,[TOP 30 BY LIFT] conf=0.949 lift= 834x GO:0005886 + GO:0065002 => GO:0043952
L2-377,extract_rules_toplift_11_conf,0.856,confidence,deterministic,pipeline_214m.log,2324,[TOP 30 BY LIFT] conf=0.856 lift= 827x PF00849 => GO:0003723 + GO:0000455
L2-378,extract_rules_toplift_11_lift,827,lift (x),deterministic,pipeline_214m.log,2324,[TOP 30 BY LIFT] conf=0.856 lift= 827x PF00849 => GO:0003723 + GO:0000455
L2-379,extract_rules_toplift_12_conf,0.992,confidence,deterministic,pipeline_214m.log,2325,[TOP 30 BY LIFT] conf=0.992 lift= 827x GO:0003723 + GO:0000455 => PF00849
L2-380,extract_rules_toplift_12_lift,827,lift (x),deterministic,pipeline_214m.log,2325,[TOP 30 BY LIFT] conf=0.992 lift= 827x GO:0003723 + GO:0000455 => PF00849
L2-381,extract_rules_toplift_13_conf,0.902,confidence,deterministic,pipeline_214m.log,2326,[TOP 30 BY LIFT] conf=0.902 lift= 816x GO:0003677 + GO:0000786 => GO:0046982 + GO:0030527
L2-382,extract_rules_toplift_13_lift,816,lift (x),deterministic,pipeline_214m.log,2326,[TOP 30 BY LIFT] conf=0.902 lift= 816x GO:0003677 + GO:0000786 => GO:0046982 + GO:0030527
L2-383,extract_rules_toplift_14_conf,0.986,confidence,deterministic,pipeline_214m.log,2327,[TOP 30 BY LIFT] conf=0.986 lift= 816x GO:0046982 + GO:0030527 => GO:0003677 + GO:0000786
L2-384,extract_rules_toplift_14_lift,816,lift (x),deterministic,pipeline_214m.log,2327,[TOP 30 BY LIFT] conf=0.986 lift= 816x GO:0046982 + GO:0030527 => GO:0003677 + GO:0000786
L2-385,extract_rules_toplift_15_conf,0.945,confidence,deterministic,pipeline_214m.log,2328,[TOP 30 BY LIFT] conf=0.945 lift= 809x PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-386,extract_rules_toplift_15_lift,809,lift (x),deterministic,pipeline_214m.log,2328,[TOP 30 BY LIFT] conf=0.945 lift= 809x PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-387,extract_rules_toplift_16_conf,0.983,confidence,deterministic,pipeline_214m.log,2329,[TOP 30 BY LIFT] conf=0.983 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-388,extract_rules_toplift_16_lift,809,lift (x),deterministic,pipeline_214m.log,2329,[TOP 30 BY LIFT] conf=0.983 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-389,extract_rules_toplift_17_conf,0.940,confidence,deterministic,pipeline_214m.log,2330,[TOP 30 BY LIFT] conf=0.940 lift= 809x PF13853 => plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984
L2-390,extract_rules_toplift_17_lift,809,lift (x),deterministic,pipeline_214m.log,2330,[TOP 30 BY LIFT] conf=0.940 lift= 809x PF13853 => plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984
L2-391,extract_rules_toplift_18_conf,0.983,confidence,deterministic,pipeline_214m.log,2331,[TOP 30 BY LIFT] conf=0.983 lift= 809x plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-392,extract_rules_toplift_18_lift,809,lift (x),deterministic,pipeline_214m.log,2331,[TOP 30 BY LIFT] conf=0.983 lift= 809x plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-393,extract_rules_toplift_19_conf,0.945,confidence,deterministic,pipeline_214m.log,2332,[TOP 30 BY LIFT] conf=0.945 lift= 809x plddt_mean_med + PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-394,extract_rules_toplift_19_lift,809,lift (x),deterministic,pipeline_214m.log,2332,[TOP 30 BY LIFT] conf=0.945 lift= 809x plddt_mean_med + PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-395,extract_rules_toplift_20_conf,0.978,confidence,deterministic,pipeline_214m.log,2333,[TOP 30 BY LIFT] conf=0.978 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => plddt_mean_med + PF13853
L2-396,extract_rules_toplift_20_lift,809,lift (x),deterministic,pipeline_214m.log,2333,[TOP 30 BY LIFT] conf=0.978 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => plddt_mean_med + PF13853
L2-397,extract_rules_toplift_21_conf,0.960,confidence,deterministic,pipeline_214m.log,2334,[TOP 30 BY LIFT] conf=0.960 lift= 802x GO:0000455 => PF00849 + GO:0003723
L2-398,extract_rules_toplift_21_lift,802,lift (x),deterministic,pipeline_214m.log,2334,[TOP 30 BY LIFT] conf=0.960 lift= 802x GO:0000455 => PF00849 + GO:0003723
L2-399,extract_rules_toplift_22_conf,0.857,confidence,deterministic,pipeline_214m.log,2335,[TOP 30 BY LIFT] conf=0.857 lift= 802x PF00849 + GO:0003723 => GO:0000455
L2-400,extract_rules_toplift_22_lift,802,lift (x),deterministic,pipeline_214m.log,2335,[TOP 30 BY LIFT] conf=0.857 lift= 802x PF00849 + GO:0003723 => GO:0000455
L2-401,extract_rules_toplift_23_conf,0.856,confidence,deterministic,pipeline_214m.log,2336,[TOP 30 BY LIFT] conf=0.856 lift= 801x PF00849 => GO:0000455
L2-402,extract_rules_toplift_23_lift,801,lift (x),deterministic,pipeline_214m.log,2336,[TOP 30 BY LIFT] conf=0.856 lift= 801x PF00849 => GO:0000455
L2-403,extract_rules_toplift_24_conf,0.960,confidence,deterministic,pipeline_214m.log,2337,[TOP 30 BY LIFT] conf=0.960 lift= 801x GO:0000455 => PF00849
L2-404,extract_rules_toplift_24_lift,801,lift (x),deterministic,pipeline_214m.log,2337,[TOP 30 BY LIFT] conf=0.960 lift= 801x GO:0000455 => PF00849
L2-405,extract_rules_toplift_25_conf,0.967,confidence,deterministic,pipeline_214m.log,2338,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0005524 + GO:0016887
L2-406,extract_rules_toplift_25_lift,792,lift (x),deterministic,pipeline_214m.log,2338,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0005524 + GO:0016887
L2-407,extract_rules_toplift_26_conf,0.967,confidence,deterministic,pipeline_214m.log,2339,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0005524 + GO:0015833 => PF08352 + GO:0016887
L2-408,extract_rules_toplift_26_lift,792,lift (x),deterministic,pipeline_214m.log,2339,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0005524 + GO:0015833 => PF08352 + GO:0016887
L2-409,extract_rules_toplift_27_conf,0.967,confidence,deterministic,pipeline_214m.log,2340,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0016887
L2-410,extract_rules_toplift_27_lift,792,lift (x),deterministic,pipeline_214m.log,2340,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0016887
L2-411,extract_rules_toplift_28_conf,0.990,confidence,deterministic,pipeline_214m.log,2341,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0005524 + GO:0015833
L2-412,extract_rules_toplift_28_lift,792,lift (x),deterministic,pipeline_214m.log,2341,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0005524 + GO:0015833
L2-413,extract_rules_toplift_29_conf,0.990,confidence,deterministic,pipeline_214m.log,2342,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0005524 + GO:0016887 => PF00005 + GO:0015833
L2-414,extract_rules_toplift_29_lift,792,lift (x),deterministic,pipeline_214m.log,2342,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0005524 + GO:0016887 => PF00005 + GO:0015833
L2-415,extract_rules_toplift_30_conf,0.990,confidence,deterministic,pipeline_214m.log,2343,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0015833
L2-416,extract_rules_toplift_30_lift,792,lift (x),deterministic,pipeline_214m.log,2343,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0015833
L2-417,extract_rules_toplift_3_conf,1.000,confidence,deterministic,pipeline_214m.log,2346,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-418,extract_rules_toplift_3_lift,921,lift (x),deterministic,pipeline_214m.log,2346,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-419,extract_rules_topconf_2_conf,1.000,confidence,deterministic,pipeline_214m.log,2347,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 + GO:0071555 => GO:0008658
L2-420,extract_rules_topconf_2_lift,776,lift (x),deterministic,pipeline_214m.log,2347,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 + GO:0071555 => GO:0008658
L2-421,extract_rules_topconf_3_conf,1.000,confidence,deterministic,pipeline_214m.log,2348,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 => GO:0008658
L2-422,extract_rules_topconf_3_lift,776,lift (x),deterministic,pipeline_214m.log,2348,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 => GO:0008658
L2-423,extract_rules_topconf_4_conf,1.000,confidence,deterministic,pipeline_214m.log,2349,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-424,extract_rules_topconf_4_lift,735,lift (x),deterministic,pipeline_214m.log,2349,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-425,extract_rules_topconf_5_conf,1.000,confidence,deterministic,pipeline_214m.log,2350,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-426,extract_rules_topconf_5_lift,735,lift (x),deterministic,pipeline_214m.log,2350,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-427,extract_rules_topconf_6_conf,1.000,confidence,deterministic,pipeline_214m.log,2351,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-428,extract_rules_topconf_6_lift,734,lift (x),deterministic,pipeline_214m.log,2351,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-429,extract_rules_topconf_7_conf,1.000,confidence,deterministic,pipeline_214m.log,2352,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-430,extract_rules_topconf_7_lift,734,lift (x),deterministic,pipeline_214m.log,2352,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-431,extract_rules_topconf_8_conf,1.000,confidence,deterministic,pipeline_214m.log,2353,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-432,extract_rules_topconf_8_lift,734,lift (x),deterministic,pipeline_214m.log,2353,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-433,extract_rules_topconf_9_conf,1.000,confidence,deterministic,pipeline_214m.log,2354,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-434,extract_rules_topconf_9_lift,734,lift (x),deterministic,pipeline_214m.log,2354,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-435,extract_rules_topconf_10_conf,1.000,confidence,deterministic,pipeline_214m.log,2355,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-436,extract_rules_topconf_10_lift,681,lift (x),deterministic,pipeline_214m.log,2355,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-437,extract_rules_topconf_11_conf,1.000,confidence,deterministic,pipeline_214m.log,2356,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-438,extract_rules_topconf_11_lift,681,lift (x),deterministic,pipeline_214m.log,2356,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-439,extract_rules_topconf_12_conf,1.000,confidence,deterministic,pipeline_214m.log,2357,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-440,extract_rules_topconf_12_lift,681,lift (x),deterministic,pipeline_214m.log,2357,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-441,extract_rules_topconf_13_conf,1.000,confidence,deterministic,pipeline_214m.log,2358,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-442,extract_rules_topconf_13_lift,681,lift (x),deterministic,pipeline_214m.log,2358,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-443,extract_rules_topconf_14_conf,1.000,confidence,deterministic,pipeline_214m.log,2359,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-444,extract_rules_topconf_14_lift,681,lift (x),deterministic,pipeline_214m.log,2359,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
