qkey,category,unit,description,claimed_value_tex,tex_lines,reproducibility
bench_deep_k_density_auto_host_rebuild_s,hardware-dependent,s per level,"Host-side tidset rebuild cost per level in the 2026-08-31 density-auto deep_k run (~2.5 s per level, 84% of level time).",log:~2.5 s per level / ~2.5 s per level (84%),bench/results/2026-08-31-3090x2/FINDINGS.md:66;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:29,hardware
bench_stress_k2_filter_cpu_d2h_gb,hardware-dependent,GB,Full-array device-to-host transfer volume of the cpu filter impl on stress_k2 (2.4 GB).,log:2.4 GB,bench/results/2026-08-31-3090x2/FINDINGS.md:74,derived
doc_bench_findings_d2h_scale_gb,method-parameter,GB,"FINDINGS statement: the compact filter is structurally required at the 80 GB-D2H scale, which the bench box cannot reach.",log:80 GB,bench/results/2026-08-31-3090x2/FINDINGS.md:75,setup
meta_log_bench_0901_git_sha,software,git sha,git HEAD recorded in env.txt of the 2026-09-01 sparse-CSR follow-up campaign (b8a5032b...).,log:b8a5032b3e2c492dbc9e185ec24f0aa6b0206b4f,bench/results/2026-09-01-3090x2-sparse/env.txt:2,setup
meta_log_bench_0901_nvidia_smi_timestamp,hardware-dependent,timestamp,nvidia-smi banner timestamp of the 2026-09-01 bench env capture.,log:Tue Sep  1 20:09:15 2026,bench/results/2026-09-01-3090x2-sparse/env.txt:6,setup
bench_campaign_0901_runs_status,deterministic,runs,Run status of the 2026-09-01 sparse-CSR follow-up campaign (13 ok / 0 failed; 'all 13 deep_k configs').,log:13 ok / 0 failed / 13,bench/results/2026-09-01-3090x2-sparse/report.md:3;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:13,rerun
bench_deep_k_density_auto_1g_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'deepk-density-auto-1g' (deep_k preset, legacy kernel, sparse_from_k=auto, 1 GPU (2026-09-01 only)) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:0.7 / 0.710 s; legacy-1g 0.584 s; 1.22× / 0.7 s / 0.71,bench/results/2026-09-01-3090x2-sparse/report.md:10;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:35;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:80;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3,hardware
bench_deep_k_density_auto_1g_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'deepk-density-auto-1g' (deep_k preset, legacy kernel, sparse_from_k=auto, 1 GPU (2026-09-01 only)).",log:680 / GPU0=680; GPU1=4,bench/results/2026-09-01-3090x2-sparse/report.md:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3,hardware
bench_deep_k_density_auto_1g_params,method-parameter,run config,"Run configuration of bench run 'deepk-density-auto-1g' (deep_k preset, legacy kernel, sparse_from_k=auto, 1 GPU (2026-09-01 only)): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.","log:gpus=1; reps=1; variant=legacy; preset=deep_k / preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=auto; max_length=None; min_support=None; two_phase=False; timeout_s=1800",bench/results/2026-09-01-3090x2-sparse/report.md:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3,setup
bench_deep_k_shared_2g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-shared-2g' (deep_k preset, shared/tiled kernel, 2 GPUs, 3 reps); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1: candidates=112; frequent=112 / K2: candidates=0; frequent=471 / K3: candidates=0; frequent=901 / K4: candidates=0; frequent=1407 / K5: candidates=0; frequent=1854 / K6: candidates=0; frequent=1848 / K7: candidates=0; frequent=1320 / K8: candidates=0; frequent=660 / K9: candidates=0; frequent=220 / K10: candidates=0; frequent=44 / K11: candidates=0; frequent=4 / K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,bench/results/2026-09-01-3090x2-sparse/report.md:31;bench/results/2026-09-01-3090x2-sparse/report.md:32;bench/results/2026-09-01-3090x2-sparse/report.md:33;bench/results/2026-09-01-3090x2-sparse/report.md:34;bench/results/2026-09-01-3090x2-sparse/report.md:35;bench/results/2026-09-01-3090x2-sparse/report.md:36;bench/results/2026-09-01-3090x2-sparse/report.md:37;bench/results/2026-09-01-3090x2-sparse/report.md:38;bench/results/2026-09-01-3090x2-sparse/report.md:39;bench/results/2026-09-01-3090x2-sparse/report.md:40;bench/results/2026-09-01-3090x2-sparse/report.md:41;bench/results/2026-08-31-3090x2/raw.jsonl:20;bench/results/2026-08-31-3090x2/raw.jsonl:24;bench/results/2026-08-31-3090x2/raw.jsonl:28;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:11;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:13,rerun
bench_deep_k_shared_2g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-shared-2g' (deep_k preset, shared/tiled kernel, 2 GPUs, 3 reps); report.md per-level ms rows share this key.",log:25 / 50 / 7 / 9 / 6 / 3 / 2 / K1=26.4; K2=50.6; K3=6.7; K4=8.3; K5=6.0; K6=2.7; K7=2.5; K8=2.8; K9=2.1; K10=4.5; K11=2.0 / K1=26.3; K2=48.9; K3=6.2; K4=9.3; K5=5.4; K6=2.5; K7=2.5; K8=2.2; K9=2.0; K10=2.0; K11=2.2 / K1=26.4; K2=49.2; K3=6.8; K4=8.4; K5=5.6; K6=2.9; K7=2.5; K8=2.3; K9=2.1; K10=2.2; K11=2.1 / K1=26.4; K2=49.1; K3=7.2; K4=9.1; K5=5.4; K6=2.5; K7=2.6; K8=2.3; K9=2.6; K10=1.9; K11=1.9 / K1=26.3; K2=48.8; K3=7.6; K4=9.5; K5=5.4; K6=2.6; K7=2.5; K8=2.2; K9=1.9; K10=2.2; K11=2.0 / K1=25.3; K2=50.1; K3=6.8; K4=8.5; K5=5.5; K6=2.5; K7=2.5; K8=2.2; K9=2.1; K10=2.0; K11=2.4,bench/results/2026-09-01-3090x2-sparse/report.md:31;bench/results/2026-09-01-3090x2-sparse/report.md:32;bench/results/2026-09-01-3090x2-sparse/report.md:33;bench/results/2026-09-01-3090x2-sparse/report.md:34;bench/results/2026-09-01-3090x2-sparse/report.md:35;bench/results/2026-09-01-3090x2-sparse/report.md:36;bench/results/2026-09-01-3090x2-sparse/report.md:37;bench/results/2026-09-01-3090x2-sparse/report.md:38;bench/results/2026-09-01-3090x2-sparse/report.md:39;bench/results/2026-09-01-3090x2-sparse/report.md:40;bench/results/2026-09-01-3090x2-sparse/report.md:41;bench/results/2026-08-31-3090x2/raw.jsonl:20;bench/results/2026-08-31-3090x2/raw.jsonl:24;bench/results/2026-08-31-3090x2/raw.jsonl:28;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:11;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:13,hardware
sw_tier_equivalence_sparse_from_k,method-parameter,K,sparse_from_k=3 used for the sparse-CSR legs of the tier-equivalence test on the smoke preset (CLAUDE.md).,log:sparse_from_k=3,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:12,setup
bench_deep_k_exact_n_itemsets,deterministic,itemsets,Total frequent itemsets of the deep_k synthetic preset; identical across all exact deep_k configs of both campaigns (tier-equivalence signature 8841 / 266261275 / 4d2c8d28...).,log:8841,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:15;bench/results/2026-08-31-3090x2/raw.jsonl:2;bench/results/2026-08-31-3090x2/raw.jsonl:6;bench/results/2026-08-31-3090x2/raw.jsonl:7;bench/results/2026-08-31-3090x2/raw.jsonl:8;bench/results/2026-08-31-3090x2/raw.jsonl:9;bench/results/2026-08-31-3090x2/raw.jsonl:17;bench/results/2026-08-31-3090x2/raw.jsonl:19;bench/results/2026-08-31-3090x2/raw.jsonl:20;bench/results/2026-08-31-3090x2/raw.jsonl:22;bench/results/2026-08-31-3090x2/raw.jsonl:24;bench/results/2026-08-31-3090x2/raw.jsonl:26;bench/results/2026-08-31-3090x2/raw.jsonl:28;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:1;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:2;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:4;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:5;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:6;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:8;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:11;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:12;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:13,rerun
bench_deep_k_exact_sum_counts,deterministic,sum of supports,sum_counts (sum of itemset supports) of the deep_k synthetic preset; identical across all exact deep_k configs of both campaigns (tier-equivalence signature 8841 / 266261275 / 4d2c8d28...).,log:266261275,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:15;bench/results/2026-08-31-3090x2/raw.jsonl:2;bench/results/2026-08-31-3090x2/raw.jsonl:6;bench/results/2026-08-31-3090x2/raw.jsonl:7;bench/results/2026-08-31-3090x2/raw.jsonl:8;bench/results/2026-08-31-3090x2/raw.jsonl:9;bench/results/2026-08-31-3090x2/raw.jsonl:17;bench/results/2026-08-31-3090x2/raw.jsonl:19;bench/results/2026-08-31-3090x2/raw.jsonl:20;bench/results/2026-08-31-3090x2/raw.jsonl:22;bench/results/2026-08-31-3090x2/raw.jsonl:24;bench/results/2026-08-31-3090x2/raw.jsonl:26;bench/results/2026-08-31-3090x2/raw.jsonl:28;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:1;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:2;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:4;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:5;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:6;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:8;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:11;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:12;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:13,rerun
bench_deep_k_exact_itemset_hash,deterministic,sha256,SHA-256 itemset_hash of the deep_k synthetic preset; identical across all exact deep_k configs of both campaigns (tier-equivalence signature 8841 / 266261275 / 4d2c8d28...).,log:4d2c8d28bcd33cd6… / 4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:16;bench/results/2026-08-31-3090x2/raw.jsonl:2;bench/results/2026-08-31-3090x2/raw.jsonl:6;bench/results/2026-08-31-3090x2/raw.jsonl:7;bench/results/2026-08-31-3090x2/raw.jsonl:8;bench/results/2026-08-31-3090x2/raw.jsonl:9;bench/results/2026-08-31-3090x2/raw.jsonl:17;bench/results/2026-08-31-3090x2/raw.jsonl:19;bench/results/2026-08-31-3090x2/raw.jsonl:20;bench/results/2026-08-31-3090x2/raw.jsonl:22;bench/results/2026-08-31-3090x2/raw.jsonl:24;bench/results/2026-08-31-3090x2/raw.jsonl:26;bench/results/2026-08-31-3090x2/raw.jsonl:28;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:1;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:2;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:4;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:5;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:6;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:8;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:11;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:12;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:13,rerun
bench_deep_k_density_auto_pair_build_ms,hardware-dependent,ms per level,Pair-building time per level in the 2026-08-31 density-auto deep_k run (~30 ms).,log:~30 ms per level,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:28,hardware
bench_deep_k_density_auto_transition_k,method-parameter,K,Level from which the sparse path runs in the deep_k density-auto run (K=5).,log:K=5,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:37,derived
bench_deep_k_density_auto_level_speedup,hardware-dependent,x,Per-level speedup of the 2026-09-01 GPU-resident sparse levels over the 2026-08-31 host rebuild (~700x).,log:~700×,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:49,hardware
bench_deep_k_density_auto_transition_mb,deterministic,MB,Memory at the dense->sparse transition on deep_k: 156 MB tidsets vs 168 MB bitvecs.,log:156 MB tidsets vs 168 MB bitvecs,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:64,derived
bench_deep_k_density_auto_1g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-density-auto-1g' (deep_k preset, legacy kernel, sparse_from_k=auto, 1 GPU (2026-09-01 only)); report.md per-level ms rows share this key.","log:~11–15 ms sparse vs ~2–11 ms dense (K=6–9, 1 GPU) / K1=11.4; K2=2.9; K3=6.5; K4=7.9; K5=74.1; K6=14.7; K7=13.4; K8=11.1; K9=10.8; K10=8.9; K11=2.8",bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:76;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3,hardware
bench_stress_k2_legacy_1g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-legacy-1g' (stress_k2 preset, legacy kernel, 1 GPU, max_length=3, sampled prefilter on (lossy)).","log:0x0000000000000001, 0x0000000000000004",bench/results/2026-08-31-3090x2/raw.jsonl:1,hardware
bench_stress_k2_legacy_1g_n_itemsets,deterministic,itemsets,"Total frequent itemsets of the stress_k2 preset, max_length=3, single-GPU legacy path with the sampled prefilter ON - lossy: 2996485 / 314055259 / 0b3e8434..., 9,285 fewer K=3 itemsets than the exact ml3 signature.",log:2996485,bench/results/2026-08-31-3090x2/raw.jsonl:1,rerun
bench_stress_k2_legacy_1g_sum_counts,deterministic,sum of supports,"sum_counts (sum of itemset supports) of the stress_k2 preset, max_length=3, single-GPU legacy path with the sampled prefilter ON - lossy: 2996485 / 314055259 / 0b3e8434..., 9,285 fewer K=3 itemsets than the exact ml3 signature.",log:314055259,bench/results/2026-08-31-3090x2/raw.jsonl:1,rerun
bench_stress_k2_legacy_1g_itemset_hash,deterministic,sha256,"SHA-256 itemset_hash of the stress_k2 preset, max_length=3, single-GPU legacy path with the sampled prefilter ON - lossy: 2996485 / 314055259 / 0b3e8434..., 9,285 fewer K=3 itemsets than the exact ml3 signature.",log:0b3e8434997fd3b1ec1e95357857b6d575988d0f4d32f478710738887828aca6,bench/results/2026-08-31-3090x2/raw.jsonl:1,rerun
bench_deep_k_legacy_1g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-legacy-1g' (deep_k preset, legacy kernel, 1 GPU).",log:0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:2;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:6,hardware
bench_deep_k_legacy_1g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-legacy-1g' (deep_k preset, legacy kernel, 1 GPU); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:2;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:6,rerun
bench_deep_k_legacy_1g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-legacy-1g' (deep_k preset, legacy kernel, 1 GPU); report.md per-level ms rows share this key.",log:K1=11.7; K2=3.4; K3=6.0; K4=7.9; K5=10.4; K6=12.3; K7=9.0; K8=5.0; K9=2.1; K10=0.8; K11=0.4 / K1=11.4; K2=2.9; K3=6.1; K4=8.3; K5=10.4; K6=11.2; K7=10.1; K8=4.9; K9=2.1; K10=0.8; K11=0.4,bench/results/2026-08-31-3090x2/raw.jsonl:2;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:6,hardware
bench_stress_k2_filter_compact_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-filter-compact' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=compact).","log:0x0000000000000001, 0x0000000000000004",bench/results/2026-08-31-3090x2/raw.jsonl:3,hardware
bench_stress_k2_ml2_n_itemsets,deterministic,itemsets,Total frequent itemsets of the stress_k2 preset mined to max_length=2 (the three ET_MINER_FILTER_IMPL runs; 1695332 / 218250884 / 8d989bfc...).,log:1695332,bench/results/2026-08-31-3090x2/raw.jsonl:3;bench/results/2026-08-31-3090x2/raw.jsonl:4;bench/results/2026-08-31-3090x2/raw.jsonl:5,rerun
bench_stress_k2_ml2_sum_counts,deterministic,sum of supports,sum_counts (sum of itemset supports) of the stress_k2 preset mined to max_length=2 (the three ET_MINER_FILTER_IMPL runs; 1695332 / 218250884 / 8d989bfc...).,log:218250884,bench/results/2026-08-31-3090x2/raw.jsonl:3;bench/results/2026-08-31-3090x2/raw.jsonl:4;bench/results/2026-08-31-3090x2/raw.jsonl:5,rerun
bench_stress_k2_ml2_itemset_hash,deterministic,sha256,SHA-256 itemset_hash of the stress_k2 preset mined to max_length=2 (the three ET_MINER_FILTER_IMPL runs; 1695332 / 218250884 / 8d989bfc...).,log:8d989bfcc6e5c745f67108a9b76aacdbe7ae7929ae1df9a0b96a5d2f9dfba006,bench/results/2026-08-31-3090x2/raw.jsonl:3;bench/results/2026-08-31-3090x2/raw.jsonl:4;bench/results/2026-08-31-3090x2/raw.jsonl:5,rerun
bench_stress_k2_filter_compact_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-filter-compact' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=compact); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=35000 freq=35000; K2 cand=0 freq=1660332,bench/results/2026-08-31-3090x2/raw.jsonl:3,rerun
bench_stress_k2_filter_compact_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-filter-compact' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=compact); report.md per-level ms rows share this key.",log:K1=40.9; K2=86424.3,bench/results/2026-08-31-3090x2/raw.jsonl:3,hardware
bench_stress_k2_filter_cupy_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-filter-cupy' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cupy).","log:0x0000000000000001, 0x0000000000000004",bench/results/2026-08-31-3090x2/raw.jsonl:4,hardware
bench_stress_k2_filter_cupy_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-filter-cupy' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cupy); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=35000 freq=35000; K2 cand=0 freq=1660332,bench/results/2026-08-31-3090x2/raw.jsonl:4,rerun
bench_stress_k2_filter_cupy_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-filter-cupy' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cupy); report.md per-level ms rows share this key.",log:K1=41.4; K2=86467.9,bench/results/2026-08-31-3090x2/raw.jsonl:4,hardware
bench_stress_k2_filter_cpu_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-filter-cpu' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cpu).","log:0x0000000000000001, 0x0000000000000004",bench/results/2026-08-31-3090x2/raw.jsonl:5,hardware
bench_stress_k2_filter_cpu_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-filter-cpu' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cpu); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=35000 freq=35000; K2 cand=0 freq=1660332,bench/results/2026-08-31-3090x2/raw.jsonl:5,rerun
bench_stress_k2_filter_cpu_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-filter-cpu' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cpu); report.md per-level ms rows share this key.",log:K1=52.0; K2=86704.7,bench/results/2026-08-31-3090x2/raw.jsonl:5,hardware
bench_deep_k_nonccl_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-nonccl' (deep_k preset, legacy kernel, 2 GPUs, ET_MINER_DISABLE_NCCL=1 (staged D2D fallback)).",log:(none) / 0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:6;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:1,hardware
bench_deep_k_nonccl_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-nonccl' (deep_k preset, legacy kernel, 2 GPUs, ET_MINER_DISABLE_NCCL=1 (staged D2D fallback)); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:6;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:1,rerun
bench_deep_k_nonccl_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-nonccl' (deep_k preset, legacy kernel, 2 GPUs, ET_MINER_DISABLE_NCCL=1 (staged D2D fallback)); report.md per-level ms rows share this key.",log:K1=20.4; K2=12.8; K3=4.3; K4=4.4; K5=3.1; K6=2.2; K7=2.3; K8=2.2; K9=1.8; K10=2.1; K11=1.7 / K1=22.3; K2=12.5; K3=5.1; K4=3.9; K5=2.8; K6=2.1; K7=2.0; K8=1.8; K9=1.6; K10=1.8; K11=1.7,bench/results/2026-08-31-3090x2/raw.jsonl:6;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:1,hardware
bench_deep_k_density_auto_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-density-auto' (deep_k preset, legacy kernel, sparse_from_k=auto, 2 GPUs).",log:(none),bench/results/2026-08-31-3090x2/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:2,hardware
bench_deep_k_prefilter_off_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-prefilter-off' (deep_k preset, legacy kernel, 1 GPU, ET_MINER_DISABLE_PREFILTER=1).",log:(none) / 0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:8;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:4,hardware
bench_deep_k_prefilter_off_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-prefilter-off' (deep_k preset, legacy kernel, 1 GPU, ET_MINER_DISABLE_PREFILTER=1); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:8;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:4,rerun
bench_deep_k_prefilter_off_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-prefilter-off' (deep_k preset, legacy kernel, 1 GPU, ET_MINER_DISABLE_PREFILTER=1); report.md per-level ms rows share this key.",log:K1=11.4; K2=3.4; K3=6.0; K4=7.9; K5=12.4; K6=11.5; K7=9.0; K8=5.2; K9=2.1; K10=0.8; K11=0.4 / K1=11.4; K2=3.0; K3=6.0; K4=8.2; K5=10.5; K6=11.2; K7=9.6; K8=5.0; K9=2.1; K10=0.8; K11=0.4,bench/results/2026-08-31-3090x2/raw.jsonl:8;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:4,hardware
bench_deep_k_single_prefilter_on_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-single-prefilter-on' (deep_k preset, legacy kernel, 1 GPU, sampled prefilter on).",log:0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:5,hardware
bench_deep_k_single_prefilter_on_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-single-prefilter-on' (deep_k preset, legacy kernel, 1 GPU, sampled prefilter on); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:5,rerun
