qkey,category,unit,description,claimed_value_tex,tex_lines,reproducibility
extract_wall_sys_s,hardware-dependent,time (bash time format),bash `time` sys of pipeline Step 1 ('sys 2m52.144s').,log:2m52.144s,pipeline_214m.log:2281;watcher.log:2290,hardware
extract_items_mean,deterministic,items per transaction,"Mean items per transaction over the 205,620,298-row transactions parquet (Step 2 data stats: 'Mean: 2.2'; cf. mem_items_per_txn_214m ~10).",log:2.2,pipeline_214m.log:2289;watcher.log:2298,rerun
extract_items_max,deterministic,items per transaction,"Maximum items per transaction over the 205,620,298-row transactions parquet with the 1,006-item vocabulary (Step 2 data stats: 'Max: 46'; cf. the paper's dataset_max_features_per_protein = 22 over the 1,002 frequent items).",log:46,pipeline_214m.log:2290;watcher.log:2299,rerun
extract_rules_count,deterministic,rules,"Association rules generated from the Base SON itemsets (pipeline Step 4, min_confidence 0.5): 53,447.","log:53,447",pipeline_214m.log:2311;pipeline_214m.log:2368;watcher.log:2320;watcher.log:2377,rerun
extract_rules_time_s,hardware-dependent,s,"Rule generation time of pipeline Step 4 ('Generated 53,447 rules in 0.2s').",log:0.2,pipeline_214m.log:2311;watcher.log:2320,hardware
extract_rules_max_lift,deterministic,x,Lift of rule #1 of the 'TOP 30 BY LIFT' list = maximum lift over all rules (969x; PF01554 => GO:0015297 + GO:0042910).,log:969,pipeline_214m.log:2314;watcher.log:2323,rerun
extract_rules_toplift_1_conf,deterministic,confidence,Confidence of rule #1 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF01554 => GO:0015297 + GO:0042910.,log:0.998,pipeline_214m.log:2314;watcher.log:2323,rerun
extract_rules_toplift_2_conf,deterministic,confidence,Confidence of rule #2 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0015297 + GO:0042910 => PF01554.,log:0.999,pipeline_214m.log:2315;watcher.log:2324,rerun
extract_rules_toplift_2_lift,deterministic,x,Lift of rule #2 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0015297 + GO:0042910 => PF01554.,log:969,pipeline_214m.log:2315;watcher.log:2324,rerun
extract_rules_toplift_3_conf,deterministic,confidence,Confidence of rule #3 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00116 => GO:0004129 + GO:0005507.,log:1.000,pipeline_214m.log:2316;pipeline_214m.log:2346;watcher.log:2325;watcher.log:2355,rerun
extract_rules_toplift_3_lift,deterministic,x,Lift of rule #3 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00116 => GO:0004129 + GO:0005507.,log:921,pipeline_214m.log:2316;pipeline_214m.log:2346;watcher.log:2325;watcher.log:2355,rerun
extract_rules_toplift_4_conf,deterministic,confidence,Confidence of rule #4 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0004129 + GO:0005507 => PF00116.,log:0.945,pipeline_214m.log:2317;watcher.log:2326,rerun
extract_rules_toplift_4_lift,deterministic,x,Lift of rule #4 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0004129 + GO:0005507 => PF00116.,log:921,pipeline_214m.log:2317;watcher.log:2326,rerun
extract_rules_toplift_5_conf,deterministic,confidence,Confidence of rule #5 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + GO:0043952 => GO:0005886 + GO:0065002.,log:0.963,pipeline_214m.log:2318;watcher.log:2327,rerun
extract_rules_toplift_5_lift,deterministic,x,Lift of rule #5 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + GO:0043952 => GO:0005886 + GO:0065002.,log:845,pipeline_214m.log:2318;watcher.log:2327,rerun
extract_rules_toplift_6_conf,deterministic,confidence,Confidence of rule #6 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0065002 => plddt_mean_med + GO:0043952.,log:0.938,pipeline_214m.log:2319;watcher.log:2328,rerun
extract_rules_toplift_6_lift,deterministic,x,Lift of rule #6 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0065002 => plddt_mean_med + GO:0043952.,log:845,pipeline_214m.log:2319;watcher.log:2328,rerun
extract_rules_toplift_7_conf,deterministic,confidence,Confidence of rule #7 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0043952 => plddt_mean_med + GO:0005886 + GO:0065002.,log:0.940,pipeline_214m.log:2320;watcher.log:2329,rerun
extract_rules_toplift_7_lift,deterministic,x,Lift of rule #7 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0043952 => plddt_mean_med + GO:0005886 + GO:0065002.,log:835,pipeline_214m.log:2320;watcher.log:2329,rerun
extract_rules_toplift_8_conf,deterministic,confidence,Confidence of rule #8 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + GO:0005886 + GO:0065002 => GO:0043952.,log:0.949,pipeline_214m.log:2321;watcher.log:2330,rerun
extract_rules_toplift_8_lift,deterministic,x,Lift of rule #8 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + GO:0005886 + GO:0065002 => GO:0043952.,log:835,pipeline_214m.log:2321;watcher.log:2330,rerun
extract_rules_toplift_9_conf,deterministic,confidence,Confidence of rule #9 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0043952 => GO:0005886 + GO:0065002.,log:0.951,pipeline_214m.log:2322;watcher.log:2331,rerun
extract_rules_toplift_9_lift,deterministic,x,Lift of rule #9 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0043952 => GO:0005886 + GO:0065002.,log:834,pipeline_214m.log:2322;watcher.log:2331,rerun
extract_rules_toplift_10_conf,deterministic,confidence,Confidence of rule #10 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0065002 => GO:0043952.,log:0.949,pipeline_214m.log:2323;watcher.log:2332,rerun
extract_rules_toplift_10_lift,deterministic,x,Lift of rule #10 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0065002 => GO:0043952.,log:834,pipeline_214m.log:2323;watcher.log:2332,rerun
extract_rules_toplift_11_conf,deterministic,confidence,Confidence of rule #11 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00849 => GO:0003723 + GO:0000455.,log:0.856,pipeline_214m.log:2324;watcher.log:2333,rerun
extract_rules_toplift_11_lift,deterministic,x,Lift of rule #11 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00849 => GO:0003723 + GO:0000455.,log:827,pipeline_214m.log:2324;watcher.log:2333,rerun
extract_rules_toplift_12_conf,deterministic,confidence,Confidence of rule #12 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0003723 + GO:0000455 => PF00849.,log:0.992,pipeline_214m.log:2325;watcher.log:2334,rerun
extract_rules_toplift_12_lift,deterministic,x,Lift of rule #12 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0003723 + GO:0000455 => PF00849.,log:827,pipeline_214m.log:2325;watcher.log:2334,rerun
extract_rules_toplift_13_conf,deterministic,confidence,Confidence of rule #13 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0003677 + GO:0000786 => GO:0046982 + GO:0030527.,log:0.902,pipeline_214m.log:2326;watcher.log:2335,rerun
extract_rules_toplift_13_lift,deterministic,x,Lift of rule #13 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0003677 + GO:0000786 => GO:0046982 + GO:0030527.,log:816,pipeline_214m.log:2326;watcher.log:2335,rerun
extract_rules_toplift_14_conf,deterministic,confidence,Confidence of rule #14 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0046982 + GO:0030527 => GO:0003677 + GO:0000786.,log:0.986,pipeline_214m.log:2327;watcher.log:2336,rerun
extract_rules_toplift_14_lift,deterministic,x,Lift of rule #14 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0046982 + GO:0030527 => GO:0003677 + GO:0000786.,log:816,pipeline_214m.log:2327;watcher.log:2336,rerun
extract_rules_toplift_15_conf,deterministic,confidence,Confidence of rule #15 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF13853 => GO:0005886 + GO:0004930 + GO:0004984.,log:0.945,pipeline_214m.log:2328;watcher.log:2337,rerun
extract_rules_toplift_15_lift,deterministic,x,Lift of rule #15 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF13853 => GO:0005886 + GO:0004930 + GO:0004984.,log:809,pipeline_214m.log:2328;watcher.log:2337,rerun
extract_rules_toplift_16_conf,deterministic,confidence,Confidence of rule #16 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0004930 + GO:0004984 => PF13853.,log:0.983,pipeline_214m.log:2329;watcher.log:2338,rerun
extract_rules_toplift_16_lift,deterministic,x,Lift of rule #16 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0004930 + GO:0004984 => PF13853.,log:809,pipeline_214m.log:2329;watcher.log:2338,rerun
extract_rules_toplift_17_conf,deterministic,confidence,Confidence of rule #17 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF13853 => plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984.,log:0.940,pipeline_214m.log:2330;watcher.log:2339,rerun
extract_rules_toplift_17_lift,deterministic,x,Lift of rule #17 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF13853 => plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984.,log:809,pipeline_214m.log:2330;watcher.log:2339,rerun
extract_rules_toplift_18_conf,deterministic,confidence,Confidence of rule #18 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984 => PF13853.,log:0.983,pipeline_214m.log:2331;watcher.log:2340,rerun
extract_rules_toplift_18_lift,deterministic,x,Lift of rule #18 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984 => PF13853.,log:809,pipeline_214m.log:2331;watcher.log:2340,rerun
extract_rules_toplift_19_conf,deterministic,confidence,Confidence of rule #19 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + PF13853 => GO:0005886 + GO:0004930 + GO:0004984.,log:0.945,pipeline_214m.log:2332;watcher.log:2341,rerun
extract_rules_toplift_19_lift,deterministic,x,Lift of rule #19 of the pipeline Step 4 'TOP 30 BY LIFT' list: plddt_mean_med + PF13853 => GO:0005886 + GO:0004930 + GO:0004984.,log:809,pipeline_214m.log:2332;watcher.log:2341,rerun
extract_rules_toplift_20_conf,deterministic,confidence,Confidence of rule #20 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0004930 + GO:0004984 => plddt_mean_med + PF13853.,log:0.978,pipeline_214m.log:2333;watcher.log:2342,rerun
extract_rules_toplift_20_lift,deterministic,x,Lift of rule #20 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0005886 + GO:0004930 + GO:0004984 => plddt_mean_med + PF13853.,log:809,pipeline_214m.log:2333;watcher.log:2342,rerun
extract_rules_toplift_21_conf,deterministic,confidence,Confidence of rule #21 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0000455 => PF00849 + GO:0003723.,log:0.960,pipeline_214m.log:2334;watcher.log:2343,rerun
extract_rules_toplift_21_lift,deterministic,x,Lift of rule #21 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0000455 => PF00849 + GO:0003723.,log:802,pipeline_214m.log:2334;watcher.log:2343,rerun
extract_rules_toplift_22_conf,deterministic,confidence,Confidence of rule #22 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00849 + GO:0003723 => GO:0000455.,log:0.857,pipeline_214m.log:2335;watcher.log:2344,rerun
extract_rules_toplift_22_lift,deterministic,x,Lift of rule #22 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00849 + GO:0003723 => GO:0000455.,log:802,pipeline_214m.log:2335;watcher.log:2344,rerun
extract_rules_toplift_23_conf,deterministic,confidence,Confidence of rule #23 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00849 => GO:0000455.,log:0.856,pipeline_214m.log:2336;watcher.log:2345,rerun
extract_rules_toplift_23_lift,deterministic,x,Lift of rule #23 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00849 => GO:0000455.,log:801,pipeline_214m.log:2336;watcher.log:2345,rerun
extract_rules_toplift_24_conf,deterministic,confidence,Confidence of rule #24 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0000455 => PF00849.,log:0.960,pipeline_214m.log:2337;watcher.log:2346,rerun
extract_rules_toplift_24_lift,deterministic,x,Lift of rule #24 of the pipeline Step 4 'TOP 30 BY LIFT' list: GO:0000455 => PF00849.,log:801,pipeline_214m.log:2337;watcher.log:2346,rerun
extract_rules_toplift_25_conf,deterministic,confidence,Confidence of rule #25 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00005 + GO:0015833 => PF08352 + GO:0005524 + GO:0016887.,log:0.967,pipeline_214m.log:2338;watcher.log:2347,rerun
extract_rules_toplift_25_lift,deterministic,x,Lift of rule #25 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00005 + GO:0015833 => PF08352 + GO:0005524 + GO:0016887.,log:792,pipeline_214m.log:2338;watcher.log:2347,rerun
extract_rules_toplift_26_conf,deterministic,confidence,Confidence of rule #26 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00005 + GO:0005524 + GO:0015833 => PF08352 + GO:0016887.,log:0.967,pipeline_214m.log:2339;watcher.log:2348,rerun
extract_rules_toplift_26_lift,deterministic,x,Lift of rule #26 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00005 + GO:0005524 + GO:0015833 => PF08352 + GO:0016887.,log:792,pipeline_214m.log:2339;watcher.log:2348,rerun
extract_rules_toplift_27_conf,deterministic,confidence,Confidence of rule #27 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00005 + GO:0015833 => PF08352 + GO:0016887.,log:0.967,pipeline_214m.log:2340;watcher.log:2349,rerun
extract_rules_toplift_27_lift,deterministic,x,Lift of rule #27 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF00005 + GO:0015833 => PF08352 + GO:0016887.,log:792,pipeline_214m.log:2340;watcher.log:2349,rerun
extract_rules_toplift_28_conf,deterministic,confidence,Confidence of rule #28 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF08352 + GO:0016887 => PF00005 + GO:0005524 + GO:0015833.,log:0.990,pipeline_214m.log:2341;watcher.log:2350,rerun
extract_rules_toplift_28_lift,deterministic,x,Lift of rule #28 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF08352 + GO:0016887 => PF00005 + GO:0005524 + GO:0015833.,log:792,pipeline_214m.log:2341;watcher.log:2350,rerun
extract_rules_toplift_29_conf,deterministic,confidence,Confidence of rule #29 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF08352 + GO:0005524 + GO:0016887 => PF00005 + GO:0015833.,log:0.990,pipeline_214m.log:2342;watcher.log:2351,rerun
extract_rules_toplift_29_lift,deterministic,x,Lift of rule #29 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF08352 + GO:0005524 + GO:0016887 => PF00005 + GO:0015833.,log:792,pipeline_214m.log:2342;watcher.log:2351,rerun
extract_rules_toplift_30_conf,deterministic,confidence,Confidence of rule #30 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF08352 + GO:0016887 => PF00005 + GO:0015833.,log:0.990,pipeline_214m.log:2343;watcher.log:2352,rerun
extract_rules_toplift_30_lift,deterministic,x,Lift of rule #30 of the pipeline Step 4 'TOP 30 BY LIFT' list: PF08352 + GO:0016887 => PF00005 + GO:0015833.,log:792,pipeline_214m.log:2343;watcher.log:2352,rerun
extract_rules_topconf_2_conf,deterministic,confidence,Confidence of rule #2 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF00905 + GO:0071555 => GO:0008658.,log:1.000,pipeline_214m.log:2347;watcher.log:2356,rerun
extract_rules_topconf_2_lift,deterministic,x,Lift of rule #2 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF00905 + GO:0071555 => GO:0008658.,log:776,pipeline_214m.log:2347;watcher.log:2356,rerun
extract_rules_topconf_3_conf,deterministic,confidence,Confidence of rule #3 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF00905 => GO:0008658.,log:1.000,pipeline_214m.log:2348;watcher.log:2357,rerun
extract_rules_topconf_3_lift,deterministic,x,Lift of rule #3 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF00905 => GO:0008658.,log:776,pipeline_214m.log:2348;watcher.log:2357,rerun
extract_rules_topconf_4_conf,deterministic,confidence,Confidence of rule #4 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2349;watcher.log:2358,rerun
extract_rules_topconf_4_lift,deterministic,x,Lift of rule #4 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033.,log:735,pipeline_214m.log:2349;watcher.log:2358,rerun
extract_rules_topconf_5_conf,deterministic,confidence,Confidence of rule #5 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2350;watcher.log:2359,rerun
extract_rules_topconf_5_lift,deterministic,x,Lift of rule #5 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033.,log:735,pipeline_214m.log:2350;watcher.log:2359,rerun
extract_rules_topconf_6_conf,deterministic,confidence,Confidence of rule #6 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): plddt_mean_med + PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2351;watcher.log:2360,rerun
extract_rules_topconf_6_lift,deterministic,x,Lift of rule #6 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: plddt_mean_med + PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:734,pipeline_214m.log:2351;watcher.log:2360,rerun
extract_rules_topconf_7_conf,deterministic,confidence,Confidence of rule #7 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2352;watcher.log:2361,rerun
extract_rules_topconf_7_lift,deterministic,x,Lift of rule #7 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:734,pipeline_214m.log:2352;watcher.log:2361,rerun
extract_rules_topconf_8_conf,deterministic,confidence,Confidence of rule #8 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): plddt_mean_med + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2353;watcher.log:2362,rerun
extract_rules_topconf_8_lift,deterministic,x,Lift of rule #8 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: plddt_mean_med + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:734,pipeline_214m.log:2353;watcher.log:2362,rerun
extract_rules_topconf_9_conf,deterministic,confidence,Confidence of rule #9 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2354;watcher.log:2363,rerun
extract_rules_topconf_9_lift,deterministic,x,Lift of rule #9 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033.,log:734,pipeline_214m.log:2354;watcher.log:2363,rerun
extract_rules_topconf_10_conf,deterministic,confidence,Confidence of rule #10 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2355;watcher.log:2364,rerun
extract_rules_topconf_10_lift,deterministic,x,Lift of rule #10 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2355;watcher.log:2364,rerun
extract_rules_topconf_11_conf,deterministic,confidence,Confidence of rule #11 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2356;watcher.log:2365,rerun
extract_rules_topconf_11_lift,deterministic,x,Lift of rule #11 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2356;watcher.log:2365,rerun
extract_rules_topconf_12_conf,deterministic,confidence,Confidence of rule #12 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2357;watcher.log:2366,rerun
extract_rules_topconf_12_lift,deterministic,x,Lift of rule #12 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2357;watcher.log:2366,rerun
extract_rules_topconf_13_conf,deterministic,confidence,Confidence of rule #13 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2358;watcher.log:2367,rerun
extract_rules_topconf_13_lift,deterministic,x,Lift of rule #13 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2358;watcher.log:2367,rerun
extract_rules_topconf_14_conf,deterministic,confidence,Confidence of rule #14 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2359;watcher.log:2368,rerun
extract_rules_topconf_14_lift,deterministic,x,Lift of rule #14 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2359;watcher.log:2368,rerun
extract_rules_topconf_15_conf,deterministic,confidence,Confidence of rule #15 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2360;watcher.log:2369,rerun
extract_rules_topconf_15_lift,deterministic,x,Lift of rule #15 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2360;watcher.log:2369,rerun
extract_rules_topconf_16_conf,deterministic,confidence,Confidence of rule #16 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:1.000,pipeline_214m.log:2361;watcher.log:2370,rerun
extract_rules_topconf_16_lift,deterministic,x,Lift of rule #16 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033.,log:681,pipeline_214m.log:2361;watcher.log:2370,rerun
extract_rules_topconf_17_conf,deterministic,confidence,Confidence of rule #17 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033.,log:1.000,pipeline_214m.log:2362;watcher.log:2371,rerun
extract_rules_topconf_17_lift,deterministic,x,Lift of rule #17 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033.,log:663,pipeline_214m.log:2362;watcher.log:2371,rerun
extract_rules_topconf_18_conf,deterministic,confidence,Confidence of rule #18 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033.,log:1.000,pipeline_214m.log:2363;watcher.log:2372,rerun
extract_rules_topconf_18_lift,deterministic,x,Lift of rule #18 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033.,log:663,pipeline_214m.log:2363;watcher.log:2372,rerun
extract_rules_topconf_19_conf,deterministic,confidence,Confidence of rule #19 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033.,log:1.000,pipeline_214m.log:2364;watcher.log:2373,rerun
extract_rules_topconf_19_lift,deterministic,x,Lift of rule #19 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033.,log:663,pipeline_214m.log:2364;watcher.log:2373,rerun
extract_rules_topconf_20_conf,deterministic,confidence,Confidence of rule #20 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list (#1 of that list is the same rule as 'TOP 30 BY LIFT' #3): PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033.,log:1.000,pipeline_214m.log:2365;watcher.log:2374,rerun
extract_rules_topconf_20_lift,deterministic,x,Lift of rule #20 of the pipeline Step 4 'TOP 20 BY CONFIDENCE' list: PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033.,log:663,pipeline_214m.log:2365;watcher.log:2374,rerun
extract_rules_conf_ge99,deterministic,rules,"Rules with confidence >= 99% in the Step 4 summary (12,776).","log:12,776",pipeline_214m.log:2369;watcher.log:2378,rerun
extract_rules_conf_ge90,deterministic,rules,"Rules with confidence >= 90% in the Step 4 summary (31,775).","log:31,775",pipeline_214m.log:2370;watcher.log:2379,rerun
extract_rules_lift_ge5,deterministic,rules,"Rules with lift >= 5.0 in the Step 4 summary (51,126).","log:51,126",pipeline_214m.log:2371;watcher.log:2380,rerun
extract_rules_lift_ge100,deterministic,rules,"Rules with lift >= 100 in the Step 4 summary (40,428).","log:40,428",pipeline_214m.log:2372;watcher.log:2381,rerun
extract_rules_cross_domain,deterministic,rules,"Cross-domain (Pfam<=>GO) rules in the Step 4 summary (45,286).","log:45,286",pipeline_214m.log:2373;watcher.log:2382,rerun
