claim_id,qkey,value,unit,category,file,line,quoted_context
L-496,bench_deep_k_shared_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,24,"""id"": ""deepk-shared-2g#r1"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-shared-2g_r1.result.json"""
L-497,bench_deep_k_shared_2g_wall_s,1.316,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""status"": ""ok"", ""wall_s"": 1.316"
L-498,bench_deep_k_shared_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-499,bench_deep_k_shared_2g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""throttle_reasons"": []"
L-500,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-501,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""sum_counts"": 266261275"
L-502,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-503,bench_deep_k_shared_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-504,bench_deep_k_shared_2g_level_ms,K1=26.3; K2=48.9; K3=6.2; K4=9.3; K5=5.4; K6=2.5; K7=2.5; K8=2.2; K9=2.0; K10=2.0; K11=2.2,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,24,"deepk-shared-2g#r1: per-level ""ms"" values (rounded to 0.1)"
L-505,bench_stress_k2_shared_1g_params,"preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,25,"""id"": ""stressk2-shared-1g#r2"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-shared-1g_r2.result.json"""
L-506,bench_stress_k2_shared_1g_wall_s,253.285,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""status"": ""ok"", ""wall_s"": 253.285"
L-507,bench_stress_k2_shared_1g_peak_vram_mb,GPU0=17340; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""peak_vram_mb"": {""0"": 17340, ""1"": 4}"
L-508,bench_stress_k2_shared_1g_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-509,bench_stress_k2_ml3_n_itemsets,3005770,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""motifs_ok"": true, ""n_itemsets"": 3005770"
L-510,bench_stress_k2_ml3_sum_counts,314350393,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""sum_counts"": 314350393"
L-511,bench_stress_k2_ml3_itemset_hash,a6d53e9a5e1b44a78dc01b5d23a8ebfdd0e800c0c716bef8a476f0ba0540fe2a,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""itemset_hash"": ""a6d53e9a5e1b44a7…"""
L-512,bench_stress_k2_shared_1g_levels,K1 cand=35000 freq=35000; K2 cand=612482500 freq=1660332; K3 cand=1310438 freq=1310438,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-513,bench_stress_k2_shared_1g_level_ms,K1=73.9; K2=18136.5; K3=218798.1,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,25,"stressk2-shared-1g#r2: per-level ""ms"" values (rounded to 0.1)"
L-514,bench_deep_k_shared_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,26,"""id"": ""deepk-shared-1g#r2"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-shared-1g_r2.result.json"""
L-515,bench_deep_k_shared_1g_wall_s,0.603,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""status"": ""ok"", ""wall_s"": 0.603"
L-516,bench_deep_k_shared_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-517,bench_deep_k_shared_1g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""throttle_reasons"": [""0x0000000000000001""]"
L-518,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-519,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""sum_counts"": 266261275"
L-520,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-521,bench_deep_k_shared_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-522,bench_deep_k_shared_1g_level_ms,K1=11.3; K2=6.3; K3=5.3; K4=7.6; K5=11.2; K6=13.9; K7=13.2; K8=9.2; K9=4.7; K10=3.1; K11=3.0,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,26,"deepk-shared-1g#r2: per-level ""ms"" values (rounded to 0.1)"
L-523,bench_stress_k2_shared_2g_params,preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,27,"""id"": ""stressk2-shared-2g#r2"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-shared-2g_r2.result.json"""
L-524,bench_stress_k2_shared_2g_wall_s,122.333,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""status"": ""ok"", ""wall_s"": 122.333"
L-525,bench_stress_k2_shared_2g_peak_vram_mb,GPU0=16576; GPU1=16576,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""peak_vram_mb"": {""0"": 16576, ""1"": 16576}"
L-526,bench_stress_k2_shared_2g_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-527,bench_stress_k2_ml3_n_itemsets,3005770,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""motifs_ok"": true, ""n_itemsets"": 3005770"
L-528,bench_stress_k2_ml3_sum_counts,314350393,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""sum_counts"": 314350393"
L-529,bench_stress_k2_ml3_itemset_hash,a6d53e9a5e1b44a78dc01b5d23a8ebfdd0e800c0c716bef8a476f0ba0540fe2a,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""itemset_hash"": ""a6d53e9a5e1b44a7…"""
L-530,bench_stress_k2_shared_2g_levels,K1 cand=35000 freq=35000; K2 cand=0 freq=1660332; K3 cand=0 freq=1310438,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-531,bench_stress_k2_shared_2g_level_ms,K1=47.2; K2=7198.9; K3=111923.4,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,27,"stressk2-shared-2g#r2: per-level ""ms"" values (rounded to 0.1)"
L-532,bench_deep_k_shared_2g_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,28,"""id"": ""deepk-shared-2g#r2"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-shared-2g_r2.result.json"""
L-533,bench_deep_k_shared_2g_wall_s,1.361,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""status"": ""ok"", ""wall_s"": 1.361"
L-534,bench_deep_k_shared_2g_peak_vram_mb,GPU0=414; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""peak_vram_mb"": {""0"": 414, ""1"": 416}"
L-535,bench_deep_k_shared_2g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""throttle_reasons"": []"
L-536,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-537,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""sum_counts"": 266261275"
L-538,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-539,bench_deep_k_shared_2g_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-540,bench_deep_k_shared_2g_level_ms,K1=26.4; K2=49.2; K3=6.8; K4=8.4; K5=5.6; K6=2.9; K7=2.5; K8=2.3; K9=2.1; K10=2.2; K11=2.1,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,28,"deepk-shared-2g#r2: per-level ""ms"" values (rounded to 0.1)"
L-541,bench_deep_k_nonccl_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_DISABLE_NCCL': '1'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"""id"": ""deepk-nonccl#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-nonccl_r0.result.json"""
L-542,bench_deep_k_nonccl_wall_s,0.901,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""status"": ""ok"", ""wall_s"": 0.901"
L-543,bench_deep_k_nonccl_peak_vram_mb,GPU0=302; GPU1=310,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""peak_vram_mb"": {""0"": 302, ""1"": 310}"
L-544,bench_deep_k_nonccl_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-545,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-546,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""sum_counts"": 266261275"
L-547,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-548,bench_deep_k_nonccl_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-549,bench_deep_k_nonccl_level_ms,K1=22.3; K2=12.5; K3=5.1; K4=3.9; K5=2.8; K6=2.1; K7=2.0; K8=1.8; K9=1.6; K10=1.8; K11=1.7,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,1,"deepk-nonccl#r0: per-level ""ms"" values (rounded to 0.1)"
L-550,bench_deep_k_density_auto_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=auto; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"""id"": ""deepk-density-auto#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-density-auto_r0.result.json"""
L-551,bench_deep_k_density_auto_wall_s,1.343,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""status"": ""ok"", ""wall_s"": 1.343"
L-552,bench_deep_k_density_auto_peak_vram_mb,GPU0=406; GPU1=408,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""peak_vram_mb"": {""0"": 406, ""1"": 408}"
L-553,bench_deep_k_density_auto_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""throttle_reasons"": []"
L-554,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-555,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""sum_counts"": 266261275"
L-556,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-557,bench_deep_k_density_auto_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=2251 freq=1854; K6 cand=1855 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-558,bench_deep_k_density_auto_level_ms,K1=25.7; K2=48.8; K3=5.6; K4=5.3; K5=48.1; K6=4.1; K7=3.5; K8=3.0; K9=2.9; K10=2.7; K11=2.7,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,2,"deepk-density-auto#r0: per-level ""ms"" values (rounded to 0.1)"
L-559,bench_deep_k_density_auto_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=auto; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"""id"": ""deepk-density-auto-1g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-density-auto-1g_r0.result.json"""
L-560,bench_deep_k_density_auto_1g_wall_s,0.71,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""status"": ""ok"", ""wall_s"": 0.71"
L-561,bench_deep_k_density_auto_1g_peak_vram_mb,GPU0=680; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""peak_vram_mb"": {""0"": 680, ""1"": 4}"
L-562,bench_deep_k_density_auto_1g_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""throttle_reasons"": []"
L-563,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-564,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""sum_counts"": 266261275"
L-565,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-566,bench_deep_k_density_auto_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=2251 freq=1854; K6 cand=1855 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-567,bench_deep_k_density_auto_1g_level_ms,K1=11.4; K2=2.9; K3=6.5; K4=7.9; K5=74.1; K6=14.7; K7=13.4; K8=11.1; K9=10.8; K10=8.9; K11=2.8,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,3,"deepk-density-auto-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-568,bench_deep_k_prefilter_off_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"""id"": ""deepk-prefilter-off#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-prefilter-off_r0.result.json"""
L-569,bench_deep_k_prefilter_off_wall_s,0.59,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""status"": ""ok"", ""wall_s"": 0.59"
L-570,bench_deep_k_prefilter_off_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-571,bench_deep_k_prefilter_off_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-572,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-573,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""sum_counts"": 266261275"
L-574,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-575,bench_deep_k_prefilter_off_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-576,bench_deep_k_prefilter_off_level_ms,K1=11.4; K2=3.0; K3=6.0; K4=8.2; K5=10.5; K6=11.2; K7=9.6; K8=5.0; K9=2.1; K10=0.8; K11=0.4,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,4,"deepk-prefilter-off#r0: per-level ""ms"" values (rounded to 0.1)"
L-577,bench_deep_k_single_prefilter_on_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0', 'ET_MINER_ENABLE_PREFILTER': '1'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"""id"": ""deepk-single-prefilter-on#r0"", ""preset"": ""deep_k"" … ""result_path"": ""bench/results/2026-09-01-3090x2-sparse/deepk-single-prefilter-on_r0.result.json"""
L-578,bench_deep_k_single_prefilter_on_wall_s,0.595,s wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""status"": ""ok"", ""wall_s"": 0.595"
L-579,bench_deep_k_single_prefilter_on_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-580,bench_deep_k_single_prefilter_on_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-581,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-582,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""sum_counts"": 266261275"
L-583,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-584,bench_deep_k_single_prefilter_on_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-585,bench_deep_k_single_prefilter_on_level_ms,K1=11.4; K2=2.9; K3=6.0; K4=7.9; K5=10.3; K6=12.4; K7=9.1; K8=4.9; K9=2.1; K10=0.8; K11=0.4,ms per level,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/raw.jsonl,5,"deepk-single-prefilter-on#r0: per-level ""ms"" values (rounded to 0.1)"
